#code|abbreviation|type|name|unit|scale|reference|width|crex_unit|crex_scale|crex_width
033224|variationalAnalysisDribuEvents2|long|VARIATIONAL ANALYSIS DRIBU EVENTS (2)|FLAG TABLE 33224|0|0|31|0|0|
033225|variationalAnalysisTempEvents2|long|VARIATIONAL ANALYSIS TEMP EVENTS (2)|FLAG TABLE 33225|0|0|31|0|0|
033226|variationalAnalysisPilotEvents2|long|VARIATIONAL ANALYSIS PILOT EVENTS (2)|FLAG TABLE 33226|0|0|31|0|0|
033227|variationalAnalysisSatemOrTovsEvents2|long|VARIATIONAL ANALYSIS SATEM/TOVS EVENTS (2)|FLAG TABLE 33227|0|0|31|0|0|
033228|variationalAnalysisPaobEvents2|long|VARIATIONAL ANALYSIS PAOB EVENTS (2)|FLAG TABLE 33228|0|0|31|0|0|
033229|variationalAnalysisScatterometerEvents2|long|VARIATIONAL ANALYSIS SCATTEROMETER EVENTS (2)|FLAG TABLE 33229|0|0|31|0|0|
033230|variationalAnalysisRawRadiancesEvents2|long|VARIATIONAL ANALYSIS RAW RADIANCES EVENTS (2)|FLAG TABLE 33230|0|0|31|0|0|
033231|presatSummaryFlags|long|PRESAT SUMMARY FLAGS|FLAG TABLE 33231|0|0|6|0|0|
033232|reportBlackListEvents|long|REPORT BLACK LIST EVENTS|FLAG TABLE 33232|0|0|31|0|0|
033233|variationalAnalysisReportStatus|long|VARIATIONAL ANALYSIS REPORT STATUS|FLAG TABLE 33233|0|0|31|0|0|
033234|variationalAnalysisDatumStatus|long|VARIATIONAL ANALYSIS DATUM STATUS|FLAG TABLE 33234|0|0|31|0|0|
033236|variationalAnalysisDatumEvents1|long|VARIATIONAL ANALYSIS DATUM EVENTS (1)|FLAG TABLE 33236|0|0|31|0|0|
033237|variationalAnalysisSynopDatumEvents2|long|VARIATIONAL ANALYSIS SYNOP DATUM EVENTS (2)|FLAG TABLE 33237|0|0|31|0|0|
033238|variationalAnalysisAirepDatumEvents2|long|VARIATIONAL ANALYSIS AIREP DATUM EVENTS (2)|FLAG TABLE 33238|0|0|31|0|0|
033239|variationalAnalysisSatobDatumEvents2|long|VARIATIONAL ANALYSIS SATOB DATUM EVENTS (2)|FLAG TABLE 33239|0|0|31|0|0|
033240|variationalAnalysisDribuDatumEvents2|long|VARIATIONAL ANALYSIS DRIBU DATUM EVENTS (2)|FLAG TABLE 33240|0|0|31|0|0|
033241|grossErrorProbability|long|GROSS ERROR PROBABILITY|NUMERIC|3|0|10|0|0|
033242|grossErrorIndicator|long|GROSS ERROR INDICATOR|CODE TABLE 33242|0|0|2|0|0|
033243|variationalAnalysisTempDatumEvents2|long|VARIATIONAL ANALYSIS TEMP DATUM EVENTS (2)|FLAG TABLE 33243|0|0|31|0|0|
033244|variationalAnalysisPilotDatumEvents2|long|VARIATIONAL ANALYSIS PILOT DATUM EVENTS (2)|FLAG TABLE 33244|0|0|31|0|0|
033245|variationalAnalysisSatemOrTovsDatumEvents2|long|VARIATIONAL ANALYSIS SATEM/TOVS DATUM EVENTS (2)|FLAG TABLE 33245|0|0|31|0|0|
033246|variationalAnalysisPaobDatumEvents2|long|VARIATIONAL ANALYSIS PAOB DATUM EVENTS (2)|FLAG TABLE 33246|0|0|31|0|0|
033247|variationalAnalysisScatterometerDatumEvents2|long|VARIATIONAL ANALYSIS SCATTEROMETER DATUM EVENTS (2)|FLAG TABLE 33247|0|0|31|0|0|
033248|variationalAnalysisRawRadiancesDatumEvents2|long|VARIATIONAL ANALYSIS RAW RADIANCES DATUM EVENTS (2)|FLAG TABLE 33248|0|0|31|0|0|
033249|datumBlackListEvents|long|DATUM BLACK LIST EVENTS|FLAG TABLE 33249|0|0|31|0|0|
033250|probabilityOfGrossError|long|PROBABILITY OF GROSS ERROR|NUMERIC|6|0|20|0|0|
033251|rangeOfPossibleValues|long|RANGE OF POSSIBLE VALUES|NUMERIC|2|0|14|0|0|
033252|manualAutomaticQualityControl|long|MANUAL-AUTOMATIC QUALITY CONTROL|CODE TABLE 33252|0|0|4|0|0|
033253|nominalConfidenceThreshold|double|NOMINAL CONFIDENCE THRESHOLD|%|0|0|7|0|0|
033254|windCorrelationMethod|long|WIND CORRELATION METHOD|FLAG TABLE 33254|0|0|20|0|0|
040192|cloudFormationAndHeightAssignment|long|CLOUD FORMATION AND HEIGHT ASSIGNMENT|FLAG TABLE 40192|0|0|16|0|0|
040193|instrumentDetectingClouds|long|INSTRUMENT DETECTING CLOUDS|FLAG TABLE 40193|0|0|16|0|0|
040194|validationFlagForIasiLevel1Product|long|VALIDATION FLAG FOR IASI LEVEL 1 PRODUCT|FLAG TABLE 40194|0|0|16|0|0|
040195|qualityAndCompletenessOfRetrieval|long|QUALITY AND COMPLETENESS OF RETRIEVAL|CODE TABLE 40195|0|0|4|0|0|
040196|retrievalChoiceIndicator|long|RETRIEVAL CHOICE INDICATOR|FLAG TABLE 40196|0|0|8|0|0|
040197|satelliteManoeuvreIndicator|long|SATELLITE MANOEUVRE INDICATOR|CODE TABLE 40197|0|0|3|0|0|
040198|selectionOfBackgroundState|long|SELECTION OF BACKGROUND STATE|CODE TABLE 40198|0|0|3|0|0|
040199|integratedN2oDensity|double|INTEGRATED N2O DENSITY|KG/M**2|6|0|16|0|0|
040200|integratedCoDensity|double|INTEGRATED CO DENSITY|KG/M**2|7|0|16|0|0|
040201|integratedCh4Density|double|INTEGRATED CH4 DENSITY|KG/M**2|6|0|16|0|0|
040202|integratedCo2Density|double|INTEGRATED CO2 DENSITY|KG/M**2|3|0|16|0|0|
040203|coldOrWarmLoadFlag|long|COLD/WARM LOAD FLAG|FLAG TABLE 40203|0|0|12|0|0|
040210|oceansat2Sigma0Flag|long|OCEANSAT2 SIGMA_0 FLAG|FLAG TABLE 40210|0|0|25|0|0|
049193|sarInversionQcFlags|long|SAR INVERSION QC FLAGS|FLAG TABLE 49193|0|0|15|0|0|
049194|altimeterWaveHeightQcFlafs|long|ALTIMETER WAVE HEIGHT QC FLAFS|FLAG TABLE 49194|0|0|15|0|0|
055003|dataExtractionIndicator|long|DATA EXTRACTION INDICATOR|FLAG TABLE 55003|0|0|8|0|0|
