#code|abbreviation|type|name|unit|scale|reference|width|crex_unit|crex_scale|crex_width
033220|variationalAnalysisReportEvents1|long|VARIATIONAL ANALYSIS REPORT EVENTS (1)|FLAG TABLE 033220|0|0|31|0|0|
033221|variationalAnalysisSynopEvents2|long|VARIATIONAL ANALYSIS SYNOP EVENTS (2)|FLAG TABLE 033221|0|0|31|0|0|
033222|variationalAnalysisAirepEvents2|long|VARIATIONAL ANALYSIS AIREP EVENTS (2)|FLAG TABLE 033222|0|0|31|0|0|
033223|variationalAnalysisSatobEvents2|long|VARIATIONAL ANALYSIS SATOB EVENTS (2)|FLAG TABLE 033223|0|0|31|0|0|
033224|variationalAnalysisDribuEvents2|long|VARIATIONAL ANALYSIS DRIBU EVENTS (2)|FLAG TABLE 033224|0|0|31|0|0|
033225|variationalAnalysisTempEvents2|long|VARIATIONAL ANALYSIS TEMP EVENTS (2)|FLAG TABLE 033225|0|0|31|0|0|
033226|variationalAnalysisPilotEvents2|long|VARIATIONAL ANALYSIS PILOT EVENTS (2)|FLAG TABLE 033226|0|0|31|0|0|
033227|variationalAnalysisSatemOrTovsEvents2|long|VARIATIONAL ANALYSIS SATEM/TOVS EVENTS (2)|FLAG TABLE 033227|0|0|31|0|0|
033228|variationalAnalysisPaobEvents2|long|VARIATIONAL ANALYSIS PAOB EVENTS (2)|FLAG TABLE 033228|0|0|31|0|0|
033229|variationalAnalysisScatterometerEvents2|long|VARIATIONAL ANALYSIS SCATTEROMETER EVENTS (2)|FLAG TABLE 033229|0|0|31|0|0|
033230|variationalAnalysisRawRadiancesEvents2|long|VARIATIONAL ANALYSIS RAW RADIANCES EVENTS (2)|FLAG TABLE 033230|0|0|31|0|0|
033231|presatSummaryFlags|long|PRESAT SUMMARY FLAGS|FLAG TABLE 033231|0|0|6|0|0|
033232|reportBlackListEvents|long|REPORT BLACK LIST EVENTS|FLAG TABLE 033232|0|0|31|0|0|
033233|variationalAnalysisReportStatus|long|VARIATIONAL ANALYSIS REPORT STATUS|FLAG TABLE 033233|0|0|31|0|0|
033234|variationalAnalysisDatumStatus|long|VARIATIONAL ANALYSIS DATUM STATUS|FLAG TABLE 033234|0|0|31|0|0|
033236|variationalAnalysisDatumEvents1|long|VARIATIONAL ANALYSIS DATUM EVENTS (1)|FLAG TABLE 033236|0|0|31|0|0|
033237|variationalAnalysisSynopDatumEvents2|long|VARIATIONAL ANALYSIS SYNOP DATUM EVENTS (2)|FLAG TABLE 033237|0|0|31|0|0|
033238|variationalAnalysisAirepDatumEvents2|long|VARIATIONAL ANALYSIS AIREP DATUM EVENTS (2)|FLAG TABLE 033238|0|0|31|0|0|
033239|variationalAnalysisSatobDatumEvents2|long|VARIATIONAL ANALYSIS SATOB DATUM EVENTS (2)|FLAG TABLE 033239|0|0|31|0|0|
033240|variationalAnalysisDribuDatumEvents2|long|VARIATIONAL ANALYSIS DRIBU DATUM EVENTS (2)|FLAG TABLE 033240|0|0|31|0|0|
033241|grossErrorProbability|long|GROSS ERROR PROBABILITY|NUMERIC|3|0|10|0|0|
033242|grossErrorIndicator|long|GROSS ERROR INDICATOR|CODE TABLE 33242|0|0|2|0|0|
033243|variationalAnalysisTempDatumEvents2|long|VARIATIONAL ANALYSIS TEMP DATUM EVENTS (2)|FLAG TABLE 033243|0|0|31|0|0|
033244|variationalAnalysisPilotDatumEvents2|long|VARIATIONAL ANALYSIS PILOT DATUM EVENTS (2)|FLAG TABLE 033244|0|0|31|0|0|
033245|variationalAnalysisSatemOrTovsDatumEvents2|long|VARIATIONAL ANALYSIS SATEM/TOVS DATUM EVENTS (2)|FLAG TABLE 033245|0|0|31|0|0|
033246|variationalAnalysisPaobDatumEvents2|long|VARIATIONAL ANALYSIS PAOB DATUM EVENTS (2)|FLAG TABLE 033246|0|0|31|0|0|
033247|variationalAnalysisScatterometerDatumEvents2|long|VARIATIONAL ANALYSIS SCATTEROMETER DATUM EVENTS (2)|FLAG TABLE 033247|0|0|31|0|0|
033248|variationalAnalysisRawRadiancesDatumEvents2|long|VARIATIONAL ANALYSIS RAW RADIANCES DATUM EVENTS (2)|FLAG TABLE 033248|0|0|31|0|0|
033249|datumBlackListEvents|long|DATUM BLACK LIST EVENTS|FLAG TABLE 033249|0|0|31|0|0|
033250|probabilityOfGrossError|long|PROBABILITY OF GROSS ERROR|NUMERIC|6|0|20|0|0|
033251|rangeOfPossibleValues|long|RANGE OF POSSIBLE VALUES|NUMERIC|2|0|14|0|0|
033252|manualAutomaticQualityControl|long|MANUAL-AUTOMATIC QUALITY CONTROL|CODE TABLE 33252|0|0|4|0|0|
033253|nominalConfidenceThreshold|double|NOMINAL CONFIDENCE THRESHOLD|%|0|0|7|0|0|
033254|windCorrelationMethod|long|WIND CORRELATION METHOD|FLAG TABLE 033254|0|0|20|0|0|
049193|sarInversionQcFlags|long|SAR INVERSION QC FLAGS|FLAG TABLE 049193|0|0|15|0|0|
049194|altimeterWaveHeightQcFlafs|long|ALTIMETER WAVE HEIGHT QC FLAFS|FLAG TABLE 049194|0|0|15|0|0|
062190|statisticsApplication|long|STATISTICS APPLICATION|CODE TABLE 62190|0|0|8|0|0|
062191|typeOfStatistics|long|TYPE OF STATISTICS|CODE TABLE 62191|0|0|8|0|0|
063190|applicationDerivingSubstituteOrAlternativeValue|long|APPLICATION DERIVING SUBSTITUTE OR ALTERNATIVE VALUE|CODE TABLE 63190|0|0|8|0|0|
